unnamed: 0,time,location,source,condition,action,priority,description,value,operator,server,field time,source_sheet
,2025-10-14 21:41:39.501,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 21:41:39.501,Sheet2
,2025-10-14 21:48:52.501,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 21:48:52.501,Sheet2
,2025-10-14 21:48:52.901,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,31,Froth Operator,FTESV01,2025-10-14 21:48:52.901,Sheet2
,2025-10-14 21:48:57.100,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 21:48:57.100,Sheet2
,2025-10-14 21:48:57.601,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 21:48:57.601,Sheet2
,2025-10-14 21:53:15.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 21:53:15.701,Sheet2
,2025-10-14 21:53:16.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31,Froth Operator,FTESV01,2025-10-14 21:53:16.201,Sheet2
,2025-10-14 23:21:24.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 23:21:24.601,Sheet2
,2025-10-14 23:24:08.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 23:24:08.801,Sheet2
,2025-10-14 23:24:09.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 23:24:09.101,Sheet2
,2025-10-14 23:32:49.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 23:32:49.901,Sheet2
,2025-10-14 23:32:50.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 23:32:50.701,Sheet2
,2025-10-14 23:55:38.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 23:55:38.001,Sheet2
,2025-10-14 23:55:38.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 23:55:38.501,Sheet2
,2025-10-15 00:37:55.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-15 00:37:55.201,Sheet2
,2025-10-15 01:28:40.500,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,29.3816,Froth Operator,FTESV01,2025-10-15 01:28:40.500,Sheet2
,2025-10-15 01:28:40.701,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,27.3816,Froth Operator,FTESV01,2025-10-15 01:28:40.701,Sheet2
,2025-10-15 01:28:41.101,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,25.3816,Froth Operator,FTESV01,2025-10-15 01:28:41.101,Sheet2
,2025-10-15 01:28:41.501,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,23.3816,Froth Operator,FTESV01,2025-10-15 01:28:41.501,Sheet2
,2025-10-15 01:28:41.901,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,21.3816,Froth Operator,FTESV01,2025-10-15 01:28:41.901,Sheet2
,2025-10-15 01:28:42.301,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,19.3816,Froth Operator,FTESV01,2025-10-15 01:28:42.301,Sheet2
,2025-10-15 01:28:42.701,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,17.3816,Froth Operator,FTESV01,2025-10-15 01:28:42.701,Sheet2
,2025-10-15 01:28:43.201,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,15.3816,Froth Operator,FTESV01,2025-10-15 01:28:43.201,Sheet2
,2025-10-15 01:28:59.801,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,13.3816,Froth Operator,FTESV01,2025-10-15 01:28:59.801,Sheet2
,2025-10-15 01:54:51.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-15 01:54:51.701,Sheet2
,2025-10-15 01:54:52.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-15 01:54:52.801,Sheet2
,2025-10-15 01:54:53.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-15 01:54:53.201,Sheet2
,2025-10-15 02:32:13.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-15 02:32:13.401,Sheet2
,2025-10-15 02:32:13.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-15 02:32:13.501,Sheet2
,2025-10-15 02:32:13.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-15 02:32:13.901,Sheet2
,2025-10-15 02:32:15.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 02:32:15.901,Sheet2
,2025-10-15 02:32:16.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-15 02:32:16.401,Sheet2
,2025-10-15 02:32:17.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,24,Froth Operator,FTESV01,2025-10-15 02:32:17.001,Sheet2
,2025-10-15 02:32:17.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,22,Froth Operator,FTESV01,2025-10-15 02:32:17.401,Sheet2
,2025-10-15 02:32:37.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,20,Froth Operator,FTESV01,2025-10-15 02:32:37.001,Sheet2
,2025-10-15 02:32:37.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,18,Froth Operator,FTESV01,2025-10-15 02:32:37.301,Sheet2
,2025-10-15 02:32:37.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,16,Froth Operator,FTESV01,2025-10-15 02:32:37.401,Sheet2
,2025-10-15 02:32:37.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,14,Froth Operator,FTESV01,2025-10-15 02:32:37.701,Sheet2
,2025-10-15 02:32:37.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,12,Froth Operator,FTESV01,2025-10-15 02:32:37.901,Sheet2
,2025-10-15 02:33:01.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-15 02:33:01.301,Sheet2
,2025-10-15 04:02:05.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-15 04:02:05.101,Sheet2
,2025-10-15 04:02:36.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,12,Froth Operator,FTESV01,2025-10-15 04:02:36.601,Sheet2
,2025-10-15 04:02:37.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,14,Froth Operator,FTESV01,2025-10-15 04:02:37.201,Sheet2
,2025-10-15 04:02:37.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,16,Froth Operator,FTESV01,2025-10-15 04:02:37.601,Sheet2
,2025-10-15 04:02:38.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,18,Froth Operator,FTESV01,2025-10-15 04:02:38.301,Sheet2
,2025-10-15 04:02:38.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,20,Froth Operator,FTESV01,2025-10-15 04:02:38.801,Sheet2
,2025-10-15 04:02:39.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,22,Froth Operator,FTESV01,2025-10-15 04:02:39.401,Sheet2
,2025-10-15 04:02:39.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,24,Froth Operator,FTESV01,2025-10-15 04:02:39.901,Sheet2
,2025-10-15 04:02:40.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-15 04:02:40.401,Sheet2
,2025-10-15 04:02:40.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 04:02:40.801,Sheet2
,2025-10-15 04:02:41.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-15 04:02:41.501,Sheet2
,2025-10-15 04:02:43.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-15 04:02:43.101,Sheet2
,2025-10-15 04:02:43.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-15 04:02:43.501,Sheet2
,2025-10-15 04:02:44.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-15 04:02:44.201,Sheet2
,2025-10-15 04:02:45.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-15 04:02:45.401,Sheet2
,2025-10-15 04:06:32.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-15 04:06:32.401,Sheet2
,2025-10-15 04:06:33.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40.5,Froth Operator,FTESV01,2025-10-15 04:06:33.001,Sheet2
,2025-10-15 04:06:33.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41,Froth Operator,FTESV01,2025-10-15 04:06:33.501,Sheet2
,2025-10-15 04:06:59.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43,Froth Operator,FTESV01,2025-10-15 04:06:59.401,Sheet2
,2025-10-15 04:07:00.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43.5,Froth Operator,FTESV01,2025-10-15 04:07:00.101,Sheet2
,2025-10-15 04:07:05.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-15 04:07:05.001,Sheet2
,2025-10-15 04:08:31.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46,Froth Operator,FTESV01,2025-10-15 04:08:31.101,Sheet2
,2025-10-15 04:08:32.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46.5,Froth Operator,FTESV01,2025-10-15 04:08:32.001,Sheet2
,2025-10-15 04:08:32.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,47,Froth Operator,FTESV01,2025-10-15 04:08:32.401,Sheet2
,2025-10-15 04:09:27.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,49,Froth Operator,FTESV01,2025-10-15 04:09:27.901,Sheet2
,2025-10-15 04:09:28.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,49.5,Froth Operator,FTESV01,2025-10-15 04:09:28.601,Sheet2
,2025-10-15 04:09:28.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,50,Froth Operator,FTESV01,2025-10-15 04:09:28.901,Sheet2
,2025-10-15 04:09:59.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,52,Froth Operator,FTESV01,2025-10-15 04:09:59.101,Sheet2
,2025-10-15 04:09:59.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,54,Froth Operator,FTESV01,2025-10-15 04:09:59.401,Sheet2
,2025-10-15 04:09:59.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,56,Froth Operator,FTESV01,2025-10-15 04:09:59.801,Sheet2
,2025-10-15 04:11:11.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,58,Froth Operator,FTESV01,2025-10-15 04:11:11.401,Sheet2
,2025-10-15 04:11:53.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,60,Froth Operator,FTESV01,2025-10-15 04:11:53.801,Sheet2
,2025-10-15 04:11:56.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,60.5,Froth Operator,FTESV01,2025-10-15 04:11:56.101,Sheet2
,2025-10-15 04:11:56.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,61,Froth Operator,FTESV01,2025-10-15 04:11:56.501,Sheet2
,2025-10-15 04:12:31.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,59,Froth Operator,FTESV01,2025-10-15 04:12:31.301,Sheet2
,2025-10-15 04:12:31.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,57,Froth Operator,FTESV01,2025-10-15 04:12:31.701,Sheet2
,2025-10-15 04:12:32.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,55,Froth Operator,FTESV01,2025-10-15 04:12:32.601,Sheet2
,2025-10-15 04:12:33.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,57,Froth Operator,FTESV01,2025-10-15 04:12:33.701,Sheet2
,2025-10-15 04:12:33.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,59,Froth Operator,FTESV01,2025-10-15 04:12:33.901,Sheet2
,2025-10-15 04:13:48.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,57,Froth Operator,FTESV01,2025-10-15 04:13:48.501,Sheet2
,2025-10-15 04:14:19.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,55,Froth Operator,FTESV01,2025-10-15 04:14:19.001,Sheet2
,2025-10-15 04:14:46.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,53,Froth Operator,FTESV01,2025-10-15 04:14:46.201,Sheet2
,2025-10-15 04:15:12.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,52.5,Froth Operator,FTESV01,2025-10-15 04:15:12.701,Sheet2
,2025-10-15 04:15:13.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,52,Froth Operator,FTESV01,2025-10-15 04:15:13.001,Sheet2
,2025-10-15 04:15:14.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,50,Froth Operator,FTESV01,2025-10-15 04:15:14.101,Sheet2
,2025-10-15 04:15:40.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,48,Froth Operator,FTESV01,2025-10-15 04:15:40.301,Sheet2
,2025-10-15 04:16:26.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46,Froth Operator,FTESV01,2025-10-15 04:16:26.401,Sheet2
,2025-10-15 04:16:51.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-15 04:16:51.401,Sheet2
,2025-10-15 04:18:31.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42,Froth Operator,FTESV01,2025-10-15 04:18:31.901,Sheet2
,2025-10-15 04:18:35.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-15 04:18:35.101,Sheet2
,2025-10-15 04:21:21.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42,Froth Operator,FTESV01,2025-10-15 04:21:21.001,Sheet2
,2025-10-15 04:21:21.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42.5,Froth Operator,FTESV01,2025-10-15 04:21:21.901,Sheet2
,2025-10-15 04:21:22.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43,Froth Operator,FTESV01,2025-10-15 04:21:22.301,Sheet2
,2025-10-15 04:21:28.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43.5,Froth Operator,FTESV01,2025-10-15 04:21:28.001,Sheet2
,2025-10-15 04:21:28.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-15 04:21:28.301,Sheet2
,2025-10-15 04:22:39.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46,Froth Operator,FTESV01,2025-10-15 04:22:39.101,Sheet2
,2025-10-15 04:48:31.401,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-15 04:48:31.401,Sheet2
,2025-10-15 04:48:32.301,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-15 04:48:32.301,Sheet2
,2025-10-15 05:47:50.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,48,Froth Operator,FTESV01,2025-10-15 05:47:50.001,Sheet2
,2025-10-15 05:51:19.401,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,35.9818,Froth Operator,FTESV01,2025-10-15 05:51:19.401,Sheet2
,2025-10-15 05:51:53.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,47.5,Froth Operator,FTESV01,2025-10-15 05:51:53.501,Sheet2
,2025-10-15 05:51:53.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,47,Froth Operator,FTESV01,2025-10-15 05:51:53.901,Sheet2
,2025-10-15 05:51:54.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46.5,Froth Operator,FTESV01,2025-10-15 05:51:54.401,Sheet2
,2025-10-15 05:51:54.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46,Froth Operator,FTESV01,2025-10-15 05:51:54.801,Sheet2
,2025-10-15 05:52:15.901,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,36.4818,Froth Operator,FTESV01,2025-10-15 05:52:15.901,Sheet2
,2025-10-15 05:52:19.401,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,36.9818,Froth Operator,FTESV01,2025-10-15 05:52:19.401,Sheet2
,2025-10-15 05:53:16.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,45.5,Froth Operator,FTESV01,2025-10-15 05:53:16.601,Sheet2
,2025-10-15 05:53:17.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,45,Froth Operator,FTESV01,2025-10-15 05:53:17.201,Sheet2
,2025-10-15 05:53:18.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44.5,Froth Operator,FTESV01,2025-10-15 05:53:18.701,Sheet2
,2025-10-15 05:53:19.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-15 05:53:19.201,Sheet2
,2025-10-15 05:55:17.501,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,36.4818,Froth Operator,FTESV01,2025-10-15 05:55:17.501,Sheet2
,2025-10-15 05:55:18.801,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,35.9818,Froth Operator,FTESV01,2025-10-15 05:55:18.801,Sheet2
,2025-10-15 05:56:37.901,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,35.4818,Froth Operator,FTESV01,2025-10-15 05:56:37.901,Sheet2
,2025-10-15 05:59:09.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,46,Froth Operator,FTESV01,2025-10-15 05:59:09.801,Sheet2
,2025-10-15 06:00:27.701,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,35.9818,Froth Operator,FTESV01,2025-10-15 06:00:27.701,Sheet2
,2025-10-15 06:01:09.901,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,36.4818,Froth Operator,FTESV01,2025-10-15 06:01:09.901,Sheet2
,2025-10-15 06:01:52.201,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,36.9818,Froth Operator,FTESV01,2025-10-15 06:01:52.201,Sheet2
,2025-10-15 06:14:46.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,45.5,Froth Operator,FTESV01,2025-10-15 06:14:46.601,Sheet2
,2025-10-15 06:14:47.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,45,Froth Operator,FTESV01,2025-10-15 06:14:47.201,Sheet2
,2025-10-15 06:14:47.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44.5,Froth Operator,FTESV01,2025-10-15 06:14:47.901,Sheet2
,2025-10-15 06:14:48.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-15 06:14:48.401,Sheet2
,2025-10-15 06:16:16.001,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,37.4818,Froth Operator,FTESV01,2025-10-15 06:16:16.001,Sheet2
,2025-10-15 06:18:50.201,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,37.9818,Froth Operator,FTESV01,2025-10-15 06:18:50.201,Sheet2
,2025-10-15 06:19:24.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43.5,Froth Operator,FTESV01,2025-10-15 06:19:24.201,Sheet2
,2025-10-15 06:19:24.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,43,Froth Operator,FTESV01,2025-10-15 06:19:24.601,Sheet2
,2025-10-15 06:19:31.901,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,38.4818,Froth Operator,FTESV01,2025-10-15 06:19:31.901,Sheet2
,2025-10-15 06:19:33.201,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,38.9818,Froth Operator,FTESV01,2025-10-15 06:19:33.201,Sheet2
,2025-10-15 06:19:43.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42.5,Froth Operator,FTESV01,2025-10-15 06:19:43.501,Sheet2
,2025-10-15 06:19:44.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42,Froth Operator,FTESV01,2025-10-15 06:19:44.001,Sheet2
,2025-10-15 06:20:09.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41.5,Froth Operator,FTESV01,2025-10-15 06:20:09.401,Sheet2
,2025-10-15 06:20:09.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41,Froth Operator,FTESV01,2025-10-15 06:20:09.901,Sheet2
,2025-10-15 06:20:12.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40.5,Froth Operator,FTESV01,2025-10-15 06:20:12.501,Sheet2
,2025-10-15 06:20:13.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-15 06:20:13.001,Sheet2
,2025-10-15 06:21:01.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39.5,Froth Operator,FTESV01,2025-10-15 06:21:01.301,Sheet2
,2025-10-15 06:21:01.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39,Froth Operator,FTESV01,2025-10-15 06:21:01.701,Sheet2
,2025-10-15 06:21:10.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38.5,Froth Operator,FTESV01,2025-10-15 06:21:10.301,Sheet2
,2025-10-15 06:21:10.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-15 06:21:10.901,Sheet2
,2025-10-15 06:21:13.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-15 06:21:13.401,Sheet2
,2025-10-15 06:21:13.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-15 06:21:13.801,Sheet2
,2025-10-15 06:21:52.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-15 06:21:52.901,Sheet2
,2025-10-15 06:21:53.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-15 06:21:53.301,Sheet2
,2025-10-15 06:22:08.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-15 06:22:08.801,Sheet2
,2025-10-15 06:22:09.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-15 06:22:09.301,Sheet2
,2025-10-15 06:36:43.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-15 06:36:43.001,Sheet2
,2025-10-15 06:36:43.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-15 06:36:43.501,Sheet2
,2025-10-15 06:36:52.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-15 06:36:52.601,Sheet2
,2025-10-15 06:36:53.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-15 06:36:53.201,Sheet2
,2025-10-15 07:24:59.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-15 07:24:59.701,Sheet2
,2025-10-15 07:25:00.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-15 07:25:00.501,Sheet2
,2025-10-15 07:25:47.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-15 07:25:47.901,Sheet2
,2025-10-15 07:25:48.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-15 07:25:48.401,Sheet2
,2025-10-15 07:26:48.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-15 07:26:48.401,Sheet2
,2025-10-15 07:26:49.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-15 07:26:49.301,Sheet2
,2025-10-15 07:27:16.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33.5,Froth Operator,FTESV01,2025-10-15 07:27:16.901,Sheet2
,2025-10-15 07:27:17.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-15 07:27:17.401,Sheet2
,2025-10-15 07:27:21.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32.5,Froth Operator,FTESV01,2025-10-15 07:27:21.701,Sheet2
,2025-10-15 07:27:22.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-15 07:27:22.301,Sheet2
,2025-10-15 07:28:10.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-15 07:28:10.901,Sheet2
,2025-10-15 07:28:11.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31,Froth Operator,FTESV01,2025-10-15 07:28:11.401,Sheet2
,2025-10-15 07:28:11.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30.5,Froth Operator,FTESV01,2025-10-15 07:28:11.901,Sheet2
,2025-10-15 07:28:12.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-15 07:28:12.301,Sheet2
,2025-10-15 07:30:10.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,29.5,Froth Operator,FTESV01,2025-10-15 07:30:10.501,Sheet2
,2025-10-15 07:30:11.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,29,Froth Operator,FTESV01,2025-10-15 07:30:11.001,Sheet2
,2025-10-15 07:30:12.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28.5,Froth Operator,FTESV01,2025-10-15 07:30:12.401,Sheet2
,2025-10-15 07:30:12.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 07:30:12.901,Sheet2
,2025-10-15 07:36:38.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27.5,Froth Operator,FTESV01,2025-10-15 07:36:38.201,Sheet2
